country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Macao,MAC,2/18/21,2000,,,,156,0.31,,,240,Sinopharm/Beijing,Government of Macao,https://www.macaubusiness.com/residents-will-be-resistant-to-vaccination-at-first-health-bureau-doctors-association-president/
Malaysia,MYS,2/23/21,0,0,,,0,0,0,,,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,2/24/21,,,,,895,,,,28,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,2/25/21,,,,,895,,,,28,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,2/26/21,,,,,895,,,,28,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,2/27/21,3580,3580,,,895,0.01,0.01,,28,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,2/28/21,,,,,2883,,,,89,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,3/1/21,25252,25252,,,4209,0.08,0.08,,130,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,3/2/21,53287,53287,,28035,7612,0.16,0.16,,235,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,3/3/21,80336,80336,,27049,11349,0.25,0.25,,351,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,3/4/21,99616,99616,,19280,13975,0.31,0.31,,432,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Malaysia,MYS,3/5/21,112914,112914,,13298,15747,0.35,0.35,,487,Sinovac,Government of Malaysia,https://twitter.com/JKJAVMY/status/1368013689345904645
Maldives,MDV,2/2/21,880,,,,880,0.16,,,,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/3/21,1578,,,698,698,0.29,,,1291,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/4/21,3204,,,1626,1162,0.59,,,2150,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/5/21,4269,,,1065,1130,0.79,,,2090,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/6/21,6854,,,2585,1494,1.27,,,2764,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/7/21,9752,,,2898,1774,1.8,,,3282,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/8/21,12934,,,3182,2009,2.39,,,3717,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/9/21,16251,,,3317,2196,3.01,,,4063,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/10/21,20161,,,3910,2655,3.73,,,4912,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/11/21,25327,,,5166,3160,4.69,,,5846,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/12/21,27367,,,2040,3300,5.06,,,6105,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/13/21,33106,,,5739,3750,6.12,,,6937,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/14/21,38591,,,5485,4120,7.14,,,7622,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/15/21,43817,,,5226,4412,8.11,,,8162,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/16/21,50047,,,6230,4828,9.26,,,8932,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/17/21,56218,,,6171,5151,10.4,,,9529,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/18/21,64048,,,7830,5532,11.85,,,10234,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/19/21,64048,,,0,5240,11.85,,,9694,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/20/21,70009,,,5961,5272,12.95,,,9753,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/21/21,75013,,,5004,5203,13.88,,,9626,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/22/21,80159,,,5146,5192,14.83,,,9605,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/23/21,85110,,,4951,5009,15.75,,,9267,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/24/21,90865,,,5755,4950,16.81,,,9157,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/25/21,98311,,,7446,4895,18.19,,,9056,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/26/21,99419,,,1108,5053,18.39,,,9348,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/27/21,105492,,,6073,5069,19.52,,,9378,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,2/28/21,111415,,,5923,5200,20.61,,,9620,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,3/1/21,117115,,,5700,5279,21.67,,,9766,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,3/2/21,123665,,,6550,5508,22.88,,,10190,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,3/3/21,129424,,,5759,5508,23.94,,,10190,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,3/4/21,137124,,,7700,5545,25.37,,,10258,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,3/5/21,138827,,,1703,5630,25.68,,,10415,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Maldives,MDV,3/6/21,145768,,,6941,5754,26.97,,,10645,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1368247419624914948
Malta,MLT,1/17/21,11705,11705,,,11705,2.65,2.65,,,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/18/21,13002,13002,,1297,1297,2.94,2.94,,2937,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/19/21,14276,14276,,1274,1286,3.23,3.23,,2913,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/20/21,15316,15316,,1040,1204,3.47,3.47,,2727,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/21/21,16531,16531,,1215,1206,3.74,3.74,,2731,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/22/21,17767,17767,,1236,1212,4.02,4.02,,2745,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/23/21,18930,18930,,1163,1204,4.29,4.29,,2727,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/24/21,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/25/21,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/26/21,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/27/21,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/28/21,24680,22162,2518,1168,1164,5.59,5.02,0.57,2636,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/29/21,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/30/21,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,1/31/21,27759,23811,3948,912,1111,6.29,5.39,0.89,2516,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/1/21,29002,24526,4476,1243,1119,6.57,5.55,1.01,2534,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/2/21,30252,25361,4891,1250,1126,6.85,5.74,1.11,2550,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/3/21,31633,26223,5410,1381,1160,7.16,5.94,1.23,2627,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/4/21,33477,27020,6457,1844,1257,7.58,6.12,1.46,2847,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/5/21,35676,28082,7594,2199,1408,8.08,6.36,1.72,3189,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/6/21,37586,28837,8749,1910,1534,8.51,6.53,1.98,3474,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/7/21,39257,29339,9918,1671,1643,8.89,6.64,2.25,3721,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/8/21,41285,30235,11050,2028,1755,9.35,6.85,2.5,3975,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/9/21,43337,31202,12135,2052,1869,9.81,7.07,2.75,4233,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/10/21,44598,31670,12928,1261,1852,10.1,7.17,2.93,4194,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/11/21,46344,32524,13820,1746,1838,10.5,7.37,3.13,4163,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/12/21,48474,33735,14739,2130,1828,10.98,7.64,3.34,4140,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/13/21,50175,34574,15601,1701,1798,11.36,7.83,3.53,4072,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/14/21,51641,35376,16265,1466,1769,11.7,8.01,3.68,4006,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/15/21,53647,36545,17102,2006,1766,12.15,8.28,3.87,4000,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/16/21,55709,37866,17843,2062,1767,12.62,8.58,4.04,4002,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/17/21,57683,39147,18536,1974,1869,13.06,8.87,4.2,4233,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/18/21,59702,40503,19199,2019,1908,13.52,9.17,4.35,4321,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/19/21,62059,42231,19828,2357,1941,14.06,9.56,4.49,4396,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/20/21,63308,43119,20189,1249,1876,14.34,9.77,4.57,4249,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/21/21,64419,43888,20531,1111,1825,14.59,9.94,4.65,4133,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/22/21,66334,45174,21160,1915,1812,15.02,10.23,4.79,4104,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/23/21,68779,47012,21767,2445,1867,15.58,10.65,4.93,4228,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/24/21,71562,49061,22501,2783,1983,16.21,11.11,5.1,4491,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/25/21,73644,50249,23395,2082,1992,16.68,11.38,5.3,4511,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/26/21,76159,51041,25118,2515,2014,17.25,11.56,5.69,4561,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/27/21,77967,51186,26781,1808,2094,17.66,11.59,6.07,4743,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2/28/21,79624,51576,28048,1657,2172,18.03,11.68,6.35,4919,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,3/1/21,81883,52862,29021,2259,2221,18.54,11.97,6.57,5030,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,3/2/21,84129,54381,29748,2246,2193,19.05,12.32,6.74,4967,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,3/3/21,86854,56525,30329,2725,2185,19.67,12.8,6.87,4949,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,3/4/21,89946,58912,31034,3092,2329,20.37,13.34,7.03,5275,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,3/5/21,92806,61096,31710,2860,2378,21.02,13.84,7.18,5386,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Mauritius,MUS,1/25/21,0,0,,,0,0,0,,,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,1/26/21,,,,,30,,,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,1/27/21,,,,,30,,,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,1/28/21,,,,,30,,,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,1/29/21,,,,,30,,,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,1/30/21,,,,,30,,,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,1/31/21,,,,,30,,,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/1/21,207,207,,,30,0.02,0.02,,24,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/2/21,,,,,58,,,,46,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/3/21,,,,,86,,,,68,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/4/21,,,,,114,,,,90,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/5/21,,,,,143,,,,112,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/6/21,,,,,171,,,,134,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/7/21,,,,,199,,,,156,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/8/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/9/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/10/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/11/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/12/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/13/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/14/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/15/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/16/21,,,,,227,,,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mauritius,MUS,2/17/21,3843,3843,,,227,0.3,0.3,,178,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mexico,MEX,12/24/20,2924,2924,,,2924,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/25/20,,,,,1300,,,,10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/26/20,,,,,1300,,,,10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/27/20,6824,6824,,,1300,0.01,0.01,,10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/28/20,9579,9579,,2755,1664,0.01,0.01,,13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/29/20,18529,18529,,8950,3121,0.01,0.01,,24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/30/20,24998,24998,,6469,3679,0.02,0.02,,29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,12/31/20,,,,,3695,,,,29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/1/21,,,,,4051,,,,31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/2/21,,,,,4407,,,,34,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/3/21,,,,,4763,,,,37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/4/21,43960,43960,,,4912,0.03,0.03,,38,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/5/21,48236,48236,,4276,4244,0.04,0.04,,33,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/6/21,53185,53185,,4949,4027,0.04,0.04,,31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/7/21,58402,58402,,5217,4230,0.05,0.05,,33,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/8/21,67468,67468,,9066,4984,0.05,0.05,,39,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/9/21,74794,74794,,7326,5488,0.06,0.06,,43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/10/21,81300,81300,,6506,5876,0.06,0.06,,46,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/11/21,87060,87060,,5760,6157,0.07,0.07,,48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/12/21,92879,92879,,5819,6378,0.07,0.07,,49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
Mexico,MEX,1/13/21,192567,192567,,99688,19912,0.15,0.15,,154,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/098-con-esquema-completo-586-mil-trabajadores-de-salud-que-atienden-pacientes-covid-19?idiom=es
